block_group,reduced_match_qualify
080350141271,Not Qualifying
080350141272,Not Qualifying
080350141273,Not Qualifying
080350141281,Not Qualifying
080350141282,Not Qualifying
080350141291,Not Qualifying
080350141292,Not Qualifying
080350141301,Not Qualifying
080350141302,Not Qualifying
080350141303,Qualifying
080350141304,Not Qualifying
080350141311,Not Qualifying
080350141312,Not Qualifying
080350141313,Not Qualifying
080350141314,Not Qualifying
080350141321,Not Qualifying
080350141322,Not Qualifying
080350141323,Not Qualifying
080350141331,Not Qualifying
080350141332,Not Qualifying
080350141333,Not Qualifying
080350141341,Not Qualifying
080350141342,Not Qualifying
080350141343,Not Qualifying
080350141351,Not Qualifying
080350141352,Not Qualifying
080350141382,Not Qualifying
080350141391,Not Qualifying
080350141392,Not Qualifying
080350141401,Not Qualifying
080350141402,Not Qualifying
080350141403,Not Qualifying
080350141411,Not Qualifying
080350141412,Not Qualifying
080350141413,Qualifying
080350141421,Not Qualifying
080350141431,Not Qualifying
080350141432,Not Qualifying
080350141441,Not Qualifying
080350141442,Not Qualifying
080350141443,Not Qualifying
080350141452,Qualifying
080350141461,Not Qualifying
080350141462,Not Qualifying
080350141463,Not Qualifying
080350142031,Not Qualifying
080350142032,Not Qualifying
080350142033,Not Qualifying
080350142051,Not Qualifying
080350142052,Not Qualifying
080350142061,Not Qualifying
080350142071,Not Qualifying
080350142081,Not Qualifying
080350143001,Not Qualifying
080350144041,Not Qualifying
080350144042,Not Qualifying
080350144051,Not Qualifying
080350144052,Qualifying
080350144053,Not Qualifying
080350144054,Not Qualifying
080350144071,Qualifying
080350144072,Not Qualifying
080350144081,Not Qualifying
080350144091,Not Qualifying
080350144101,Not Qualifying
080350144102,Not Qualifying
080350144103,Not Qualifying
080350144104,Not Qualifying
080350144105,Not Qualifying
080350144106,Not Qualifying
080350144107,Not Qualifying
080350145031,Not Qualifying
080350145032,Qualifying
080350145033,Not Qualifying
080350145041,Not Qualifying
080350145042,Not Qualifying
080350145043,Not Qualifying
080350145051,Not Qualifying
080350145052,Not Qualifying
080350145053,Not Qualifying
080350145061,Not Qualifying
080350145062,Not Qualifying
080350145063,Not Qualifying
080350146021,Not Qualifying
080350146031,Not Qualifying
080350146032,Not Qualifying
080350146033,Not Qualifying
080350146041,Not Qualifying
080350146042,Not Qualifying
080370001001,Qualifying
080370002001,Qualifying
080370002002,Qualifying
080370002003,Not Qualifying
080370002004,Qualifying
080370002005,Qualifying
080370003011,Not Qualifying
080370003012,Not Qualifying
080370003013,Qualifying
080370003021,Not Qualifying
080370003022,Qualifying
080370004011,Qualifying
080370004012,Not Qualifying
080370004013,Qualifying
080370004021,Qualifying
080370004022,Not Qualifying
080370004041,Qualifying
080370004042,Not Qualifying
080370004051,Not Qualifying
080370004052,Not Qualifying
080370004053,Not Qualifying
080370005011,Not Qualifying
080370005021,Not Qualifying
080370005022,Qualifying
080370005041,Qualifying
080370005042,Qualifying
080370005043,Qualifying
080370005051,Qualifying
080370005052,Qualifying
080370006001,Not Qualifying
080370007011,Not Qualifying
080370007021,Not Qualifying
080370007022,Not Qualifying
080370007031,Not Qualifying
080370007032,Not Qualifying
080370007033,Not Qualifying
080399611001,Not Qualifying
080399611002,Not Qualifying
080399612041,Not Qualifying
080399612042,Not Qualifying
080399612043,Not Qualifying
080399612044,Not Qualifying
080399612051,Not Qualifying
080399612052,Not Qualifying
080399612061,Not Qualifying
080399612062,Not Qualifying
080399612063,Not Qualifying
080399612071,Not Qualifying
080399612072,Not Qualifying
080399612081,Not Qualifying
080399612082,Not Qualifying
080399612091,Not Qualifying
080399612092,Not Qualifying
080410001021,Not Qualifying
080410001022,Not Qualifying
080410001023,Not Qualifying
080410001031,Qualifying
080410001032,Qualifying
080410001041,Qualifying
080410001042,Qualifying
080410001043,Qualifying
080410002022,Not Qualifying
080410002023,Not Qualifying
080410002024,Qualifying
080410002031,Not Qualifying
080410002032,Qualifying
080410003011,Qualifying
080410003022,Qualifying
080410003023,Qualifying
080410010003,Not Qualifying
080410011041,Qualifying
080410011042,Not Qualifying
080410013013,Qualifying
080410013021,Not Qualifying
080410013022,Not Qualifying
080410013024,Qualifying
080410014001,Not Qualifying
080410014002,Qualifying
080410014003,Qualifying
080410015001,Qualifying
080410016002,Qualifying
080410021021,Qualifying
080410021023,Qualifying
080410024011,Qualifying
080410024012,Qualifying
080410024013,Qualifying
080410024021,Qualifying
080410024022,Qualifying
080410025011,Not Qualifying
080410025012,Not Qualifying
080410025013,Not Qualifying
080410025021,Not Qualifying
080410025022,Not Qualifying
080410025023,Qualifying
080410025024,Not Qualifying
080410027002,Qualifying
080410027003,Qualifying
080410028011,Qualifying
080410028012,Qualifying
080410028021,Qualifying
080410028022,Qualifying
080410028023,Qualifying
080410028024,Qualifying
080410029011,Qualifying
080410029012,Qualifying
080410029013,Qualifying
080410029014,Qualifying
080410029021,Qualifying
080410029022,Qualifying
080410030011,Qualifying
080410030012,Qualifying
080410030021,Qualifying
080410030022,Qualifying
080410031001,Not Qualifying
080410031002,Not Qualifying
080410031003,Not Qualifying
080410031004,Not Qualifying
080410031005,Not Qualifying
080410031006,Not Qualifying
080410033031,Qualifying
080410033032,Not Qualifying
080410033033,Qualifying
080410033034,Qualifying
080410033051,Not Qualifying
080410033052,Not Qualifying
080410033053,Not Qualifying
080410033054,Not Qualifying
080410033061,Not Qualifying
080410033062,Not Qualifying
080410033063,Not Qualifying
080410033071,Not Qualifying
080410033072,Not Qualifying
080410033073,Not Qualifying
080410033081,Qualifying
080410033082,Not Qualifying
080410033084,Qualifying
080410034011,Not Qualifying
080410034012,Qualifying
080410034021,Not Qualifying
080410037021,Not Qualifying
080410037022,Not Qualifying
080410037023,Not Qualifying
080410037024,Not Qualifying
080410037051,Not Qualifying
080410037052,Not Qualifying
080410037053,Not Qualifying
080410037054,Not Qualifying
080410037061,Not Qualifying
080410037062,Not Qualifying
080410037071,Not Qualifying
080410037072,Not Qualifying
080410037081,Not Qualifying
080410037082,Not Qualifying
080410037083,Not Qualifying
080410037101,Not Qualifying
080410037102,Not Qualifying
080410037111,Qualifying
080410037112,Not Qualifying
080410037121,Not Qualifying
080410037122,Not Qualifying
080410037131,Not Qualifying
080410037132,Not Qualifying
080410037133,Not Qualifying
080410038011,Qualifying
080410038012,Qualifying
080410038022,Qualifying
080410039051,Not Qualifying
080410039052,Not Qualifying
080410039053,Not Qualifying
080410039061,Not Qualifying
080410039062,Not Qualifying
080410039063,Not Qualifying
080410039064,Not Qualifying
080410039101,Not Qualifying
080410039102,Not Qualifying
080410039111,Not Qualifying
080410039112,Not Qualifying
080410039113,Not Qualifying
080410039114,Not Qualifying
080410039121,Not Qualifying
080410039122,Not Qualifying
080410039123,Not Qualifying
080410039131,Not Qualifying
080410039141,Not Qualifying
080410039142,Not Qualifying
080410039143,Not Qualifying
080410040081,Qualifying
080410040082,Qualifying
080410040091,Qualifying
080410041001,Not Qualifying
080410041002,Not Qualifying
080410041003,Qualifying
080410042001,Qualifying
080410042002,Not Qualifying
080410042003,Not Qualifying
080410043001,Not Qualifying
080410043002,Not Qualifying
080410043003,Qualifying
080410043004,Qualifying
080410044021,Qualifying
080410044022,Qualifying
080410044023,Not Qualifying
080410044031,Qualifying
080410044041,Qualifying
080410044042,Qualifying
080410044051,Qualifying
080410044052,Qualifying
080410044053,Qualifying
080410044061,Qualifying
080410044062,Qualifying
080410045011,Qualifying
080410045012,Qualifying
080410045013,Qualifying
080410045021,Not Qualifying
080410045022,Not Qualifying
080410045023,Not Qualifying
080410045061,Qualifying
080410045062,Qualifying
080410045063,Not Qualifying
080410045064,Qualifying
080410045071,Qualifying
080410045072,Qualifying
080410045073,Qualifying
080410045121,Qualifying
080410045122,Qualifying
080410045131,Qualifying
080410045132,Qualifying
080410045133,Qualifying
080410045141,Qualifying
080410045142,Qualifying
080410045151,Qualifying
080410045152,Qualifying
080410045161,Not Qualifying
080410045162,Qualifying
080410045171,Qualifying
080410045172,Qualifying
080410045173,Qualifying
080410045174,Qualifying
080410045181,Qualifying
080410045182,Qualifying
080410045183,Qualifying
080410045191,Qualifying
080410045192,Qualifying
080410045193,Qualifying
080410045194,Qualifying
080410045201,Not Qualifying
080410045202,Qualifying
080410046011,Not Qualifying
080410046012,Not Qualifying
080410046021,Not Qualifying
080410046022,Not Qualifying
080410046023,Not Qualifying
080410046031,Qualifying
080410046032,Qualifying
080410046033,Qualifying
080410047011,Not Qualifying
080410047033,Not Qualifying
080410047034,Not Qualifying
080410047035,Not Qualifying
080410047061,Not Qualifying
080410047062,Not Qualifying
080410047071,Qualifying
080410047072,Not Qualifying
080410047081,Not Qualifying
080410047082,Qualifying
080410047083,Not Qualifying
080410048002,Not Qualifying
080410049012,Not Qualifying
080410049021,Qualifying
080410049022,Not Qualifying
080410049023,Not Qualifying
080410049024,Not Qualifying
080410050002,Qualifying
080410050003,Qualifying
080410050004,Qualifying
080410051101,Qualifying
080410051102,Not Qualifying
080410051103,Qualifying
080410051121,Qualifying
080410051123,Not Qualifying
080410051131,Qualifying
080410051132,Qualifying
080410051141,Qualifying
080410051151,Qualifying
080410051152,Qualifying
080410051153,Qualifying
080410051162,Not Qualifying
080410051163,Not Qualifying
080410051171,Not Qualifying
080410051172,Qualifying
080410051181,Not Qualifying
080410051182,Not Qualifying
080410051183,Not Qualifying
080410051191,Not Qualifying
080410051192,Not Qualifying
080410051201,Not Qualifying
080410051202,Not Qualifying
080410051203,Not Qualifying
080410051204,Not Qualifying
080410051211,Not Qualifying
080410051212,Not Qualifying
080410051213,Not Qualifying
080410051221,Not Qualifying
080410051222,Not Qualifying
080410051223,Not Qualifying
080410051224,Not Qualifying
080410051231,Qualifying
080410051232,Not Qualifying
080410051241,Not Qualifying
080410051242,Not Qualifying
080410051251,Not Qualifying
080410051252,Not Qualifying
080410052011,Qualifying
080410052012,Qualifying
080410052013,Qualifying
080410052014,Qualifying
080410052021,Qualifying
080410052022,Qualifying
080410053001,Qualifying
080410053002,Qualifying
080410053003,Qualifying
080410053004,Qualifying
080410054001,Qualifying
080410054002,Qualifying
080410054003,Qualifying
080410054004,Qualifying
080410055011,Not Qualifying
080410055012,Not Qualifying
080410055013,Qualifying
080410055021,Not Qualifying
080410055022,Qualifying
080410056011,Not Qualifying
080410056012,Not Qualifying
080410056021,Qualifying
080410057001,Qualifying
080410057002,Not Qualifying
080410057003,Qualifying
080410059001,Not Qualifying
080410059002,Not Qualifying
080410059003,Not Qualifying
080410059005,Qualifying
080410060002,Qualifying
080410060003,Qualifying
080410060004,Qualifying
080410061001,Qualifying
080410061002,Qualifying
080410062001,Qualifying
080410062002,Qualifying
080410062003,Qualifying
080410063011,Qualifying
080410063012,Qualifying
080410063013,Qualifying
080410063021,Qualifying
080410063022,Qualifying
080410063023,Qualifying
080410064001,Qualifying
080410064004,Qualifying
080410065011,Qualifying
080410065012,Qualifying
080410065021,Qualifying
080410065022,Qualifying
080410065023,Qualifying
080410065024,Qualifying
080410066001,Not Qualifying
080410066002,Not Qualifying
080410066003,Not Qualifying
080410067011,Qualifying
080410067012,Not Qualifying
080410067013,Not Qualifying
080410067021,Not Qualifying
080410067022,Not Qualifying
080410068011,Not Qualifying
080410068012,Qualifying
080410068022,Not Qualifying
080410069011,Not Qualifying
080410069012,Not Qualifying
080410069021,Not Qualifying
080410069022,Not Qualifying
080410069023,Not Qualifying
080410070001,Not Qualifying
080410070002,Not Qualifying
080410070003,Not Qualifying
080410071031,Not Qualifying
080410071032,Not Qualifying
080410071033,Not Qualifying
080410071041,Not Qualifying
080410071042,Not Qualifying
080410071051,Not Qualifying
080410071052,Not Qualifying
080410071053,Not Qualifying
080410071061,Not Qualifying
080410071062,Not Qualifying
080410072031,Not Qualifying
080410072032,Not Qualifying
080410072041,Not Qualifying
080410072042,Not Qualifying
080410072051,Not Qualifying
080410072052,Not Qualifying
080410072061,Not Qualifying
080410072062,Not Qualifying
080410073011,Not Qualifying
080410073012,Not Qualifying
080410073013,Not Qualifying
080410073021,Not Qualifying
080410073022,Not Qualifying
080410073023,Not Qualifying
080410074011,Not Qualifying
080410074012,Not Qualifying
080410074013,Not Qualifying
080410074021,Not Qualifying
080410075011,Not Qualifying
080410075021,Not Qualifying
080410075022,Not Qualifying
080410075023,Not Qualifying
080410075024,Not Qualifying
080410075025,Not Qualifying
080410075026,Not Qualifying
080410076021,Not Qualifying
080410076022,Not Qualifying
080410076023,Not Qualifying
080410076031,Not Qualifying
080410076032,Not Qualifying
080410076033,Not Qualifying
080410076041,Not Qualifying
080410077001,Not Qualifying
080410077002,Not Qualifying
080410077003,Not Qualifying
080410077004,Not Qualifying
080410078011,Not Qualifying
080410078021,Not Qualifying
080410078022,Not Qualifying
080410079001,Not Qualifying
080410079002,Not Qualifying
080410080001,Qualifying
080410080002,Qualifying
080410080003,Qualifying
080439781001,Not Qualifying
080439781002,Not Qualifying
080439781003,Not Qualifying
080439781004,Qualifying
080439782001,Not Qualifying
080439782002,Qualifying
080439782003,Qualifying
080439783001,Not Qualifying
080439783002,Not Qualifying
080439783003,Qualifying
080439783004,Not Qualifying
080439784001,Not Qualifying
080439784002,Qualifying
080439785001,Not Qualifying
080439785002,Qualifying
080439785003,Qualifying
080439785004,Not Qualifying
080439786002,Qualifying
080439786003,Qualifying
080439786004,Not Qualifying
080439788001,Not Qualifying
080439788002,Qualifying
080439788003,Not Qualifying
080439790011,Not Qualifying
080439790012,Not Qualifying
080439790013,Not Qualifying
080439790021,Qualifying
080439790022,Qualifying
080439791001,Qualifying
080439791002,Not Qualifying
080439791003,Not Qualifying
080439792001,Not Qualifying
080439794001,Not Qualifying
080439794002,Not Qualifying
080439801001,Qualifying
080439802001,Qualifying
080439803001,Qualifying
080459516001,Not Qualifying
080459516002,Qualifying
080459516003,Not Qualifying
080459517011,Qualifying
080459517012,Not Qualifying
080459517013,Qualifying
080459517021,Qualifying
080459517022,Not Qualifying
080459517023,Not Qualifying
080459517024,Not Qualifying
080459518021,Not Qualifying
080459518022,Qualifying
080459518031,Qualifying
080459518032,Not Qualifying
080459518033,Qualifying
080459518034,Qualifying
080459518041,Not Qualifying
080459518042,Not Qualifying
080459518043,Not Qualifying
080459519011,Not Qualifying
080459519012,Not Qualifying
080459519013,Not Qualifying
080459519021,Not Qualifying
080459519022,Qualifying
080459519023,Not Qualifying
080459519024,Not Qualifying
080459520011,Qualifying
080459520012,Qualifying
080459520013,Qualifying
080459520031,Not Qualifying
080459520032,Not Qualifying
080459520041,Not Qualifying
080459520042,Not Qualifying
080459520043,Not Qualifying
080459520044,Qualifying
080459521001,Qualifying
080459521002,Qualifying
080459521003,Not Qualifying
080459521004,Not Qualifying
080470138011,Not Qualifying
080470138012,Not Qualifying
080470138021,Not Qualifying
080470138022,Not Qualifying
080470138023,Qualifying
080490001001,Not Qualifying
080490001002,Qualifying
080490002031,Qualifying
080490002032,Qualifying
080490002041,Not Qualifying
080490002042,Not Qualifying
080490002051,Not Qualifying
080490002052,Not Qualifying
080490002053,Qualifying
080490002061,Not Qualifying
080490002062,Not Qualifying
080490002071,Not Qualifying
080490002072,Not Qualifying
080519636011,Not Qualifying
080519636012,Qualifying
080519636013,Not Qualifying
080519636021,Not Qualifying
080519636022,Not Qualifying
080519636023,Qualifying
080519637011,Not Qualifying
080519637012,Qualifying
080519637013,Qualifying
080519637021,Qualifying
080519637022,Not Qualifying
080519638001,Not Qualifying
080519638002,Not Qualifying
080519638003,Not Qualifying
080519639001,Not Qualifying
080519639002,Not Qualifying
080539731001,Not Qualifying
080559606001,Qualifying
080559606002,Qualifying
080559606003,Qualifying
080559609011,Qualifying
080559609012,Qualifying
080559609021,Not Qualifying
080579556001,Not Qualifying
080579556002,Not Qualifying
080590098062,Not Qualifying
080590098063,Not Qualifying
080590098151,Not Qualifying
080590098152,Not Qualifying
080590098231,Not Qualifying
080590098232,Not Qualifying
080590098233,Not Qualifying
080590098241,Not Qualifying
080590098242,Not Qualifying
080590098271,Qualifying
080590098274,Qualifying
080590098281,Qualifying
080590098282,Not Qualifying
080590098283,Not Qualifying
080590098291,Not Qualifying
080590098301,Not Qualifying
080590098351,Not Qualifying
080590098352,Not Qualifying
080590098361,Not Qualifying
080590098362,Not Qualifying
080590098363,Not Qualifying
080590098371,Not Qualifying
080590098372,Not Qualifying
080590098373,Not Qualifying
080590098381,Not Qualifying
080590098382,Not Qualifying
080590098391,Not Qualifying
080590098392,Not Qualifying
080590098401,Not Qualifying
080590098402,Not Qualifying
080590098411,Not Qualifying
080590098412,Not Qualifying
080590098421,Not Qualifying
080590098422,Not Qualifying
080590098451,Not Qualifying
080590098452,Not Qualifying
080590098453,Not Qualifying
080590098461,Not Qualifying
080590098462,Not Qualifying
080590098463,Not Qualifying
080590098464,Not Qualifying
080590098471,Not Qualifying
080590098472,Not Qualifying
080590098481,Not Qualifying
080590098482,Not Qualifying
080590098483,Not Qualifying
080590098501,Not Qualifying
080590098502,Not Qualifying
080590098511,Not Qualifying
080590098512,Not Qualifying
080590098513,Not Qualifying
080590098521,Not Qualifying
080590098522,Not Qualifying
080590098523,Not Qualifying
080590098531,Not Qualifying
080590098541,Not Qualifying
080590098542,Qualifying
080590098543,Not Qualifying
080590098544,Not Qualifying
080590098551,Qualifying
080590098552,Not Qualifying
080590098553,Not Qualifying
080590098561,Qualifying
080590098562,Not Qualifying
080590098563,Not Qualifying
080590098571,Not Qualifying
080590098572,Not Qualifying
080590098573,Not Qualifying
080590098581,Not Qualifying
080590098582,Not Qualifying
080590098583,Not Qualifying
080590099011,Not Qualifying
080590099012,Qualifying
080590100011,Qualifying
080590100012,Not Qualifying
080590100013,Not Qualifying
080590101002,Not Qualifying
080590101003,Qualifying
080590102051,Not Qualifying
080590102052,Not Qualifying
080590102061,Not Qualifying
080590102062,Not Qualifying
080590102063,Not Qualifying
080590102081,Not Qualifying
080590102093,Not Qualifying
080590102094,Not Qualifying
080590102101,Not Qualifying
080590102102,Not Qualifying
080590102111,Not Qualifying
080590102131,Not Qualifying
080590102132,Qualifying
080590103031,Not Qualifying
080590103034,Not Qualifying
080590103062,Not Qualifying
080590103063,Not Qualifying
080590103083,Not Qualifying
080590104024,Qualifying
080590104031,Qualifying
080590104032,Qualifying
080590104033,Not Qualifying
080590104034,Qualifying
080590105021,Qualifying
080590105022,Qualifying
080590105023,Qualifying
080590105024,Qualifying
080590105031,Qualifying
080590105032,Qualifying
080590105033,Not Qualifying
080590105041,Not Qualifying
080590105043,Not Qualifying
080590106041,Qualifying
080590107012,Qualifying
080590107013,Qualifying
080590108011,Not Qualifying
080590109011,Not Qualifying
080590109012,Qualifying
080590109013,Qualifying
080590109014,Qualifying
080590109015,Not Qualifying
080590110001,Qualifying
080590110004,Not Qualifying
080590110005,Qualifying
080590112022,Not Qualifying
080590112024,Not Qualifying
080590114021,Qualifying
080590117011,Not Qualifying
080590117012,Not Qualifying
080590117013,Not Qualifying
080590117014,Not Qualifying
080590117081,Qualifying
080590117113,Not Qualifying
080590117121,Not Qualifying
080590117123,Not Qualifying
080590117201,Not Qualifying
080590117202,Not Qualifying
080590117203,Not Qualifying
080590117204,Not Qualifying
080590117211,Not Qualifying
080590117212,Not Qualifying
080590117232,Qualifying
080590117241,Not Qualifying
080590117242,Not Qualifying
080590117243,Not Qualifying
080590117251,Not Qualifying
080590117261,Qualifying
080590117262,Not Qualifying
080590117263,Not Qualifying
080590117271,Not Qualifying
080590117272,Not Qualifying
080590117273,Not Qualifying
080590117281,Not Qualifying
080590117282,Not Qualifying
080590117291,Not Qualifying
080590117292,Not Qualifying
080590117293,Not Qualifying
080590117301,Not Qualifying
080590117302,Not Qualifying
080590117303,Not Qualifying
080590117311,Not Qualifying
080590117312,Not Qualifying
080590117313,Not Qualifying
080590117321,Qualifying
080590117331,Not Qualifying
080590118031,Qualifying
080590118032,Qualifying
080590118061,Qualifying
080590118062,Qualifying
080590118063,Qualifying
080590118072,Qualifying
080590118081,Not Qualifying
080590118082,Qualifying
080590119041,Not Qualifying
080590119042,Not Qualifying
080590119511,Not Qualifying
080590119513,Not Qualifying
080590120221,Not Qualifying
080590120222,Not Qualifying
080590120223,Not Qualifying
080590120224,Not Qualifying
080590120231,Not Qualifying
080590120232,Not Qualifying
080590120233,Not Qualifying
080590120241,Not Qualifying
080590120242,Not Qualifying
080590120243,Not Qualifying
080590120261,Not Qualifying
080590120262,Not Qualifying
080590120263,Not Qualifying
080590120271,Not Qualifying
080590120272,Not Qualifying
080590120273,Not Qualifying
080590120301,Not Qualifying
080590120302,Not Qualifying
080590120303,Not Qualifying
080590120304,Not Qualifying
080590120311,Not Qualifying
080590120312,Not Qualifying
080590120313,Not Qualifying
080590120321,Not Qualifying
080590120322,Not Qualifying
080590120323,Not Qualifying
080590120331,Not Qualifying
080590120332,Not Qualifying
080590120333,Not Qualifying
080590120341,Not Qualifying
080590120342,Not Qualifying
080590120343,Not Qualifying
080590120351,Not Qualifying
080590120352,Not Qualifying
080590120353,Not Qualifying
080590120361,Qualifying
080590120362,Not Qualifying
080590120363,Not Qualifying
080590120371,Not Qualifying
080590120372,Not Qualifying
080590120373,Not Qualifying
080590120381,Not Qualifying
080590120382,Not Qualifying
080590120393,Not Qualifying
080590120394,Not Qualifying
080590120411,Not Qualifying
080590120412,Not Qualifying
080590120413,Not Qualifying
080590120414,Qualifying
080590120421,Not Qualifying
080590120422,Not Qualifying
080590120432,Not Qualifying
080590120433,Not Qualifying
080590120441,Not Qualifying
080590120442,Not Qualifying
080590120451,Not Qualifying
080590120452,Not Qualifying
080590120453,Not Qualifying
080590120454,Not Qualifying
080590120471,Not Qualifying
080590120473,Not Qualifying
080590120481,Qualifying
080590120491,Not Qualifying
080590120492,Not Qualifying
080590120493,Not Qualifying
080590120502,Not Qualifying
080590120511,Not Qualifying
080590120513,Not Qualifying
080590120522,Not Qualifying
080590120525,Not Qualifying
080590120532,Not Qualifying
080590120533,Not Qualifying
080590120542,Not Qualifying
080590120553,Not Qualifying
080590120571,Not Qualifying
080590120573,Not Qualifying
080590120581,Not Qualifying
080590120582,Not Qualifying
080590120583,Not Qualifying
080590120584,Not Qualifying
080590120601,Not Qualifying
080590159001,Not Qualifying
080590159002,Qualifying
080590604001,Not Qualifying
080590604002,Not Qualifying
080590604003,Not Qualifying
080590605011,Not Qualifying
